id,PositionTitle,Designation,Salary,Locations,VacancyType,EmploymentCategory,NumberOfVacancies,NumberOfApplicants,NumberOfSuccessfulApplicants,Remoteness,Region,Flexibility,Vacancy6MonthsOrLess,Department,ClassificationLevel,SalaryRange,ApplicantSuccessRate,Success
183026,Administration Employee Relations Officer,ADMINISTRATIVE OFFICER 4,79987,Darwin,Fixed (Temporary) - Full Time,"Administration and Business Services, Human Resources and Work Health Safety",1.0,41,0,Outer Regional,Darwin Region,No,Yes,Department of the Chief Minister and Cabinet,Entry,24000 - 88000,0.0,No
183032,Manager Occupational Therapy,SENIOR PROFESSIONAL OFFICER 1,135933,"Darwin, Palmerston",Fixed (Temporary) - Full Time,"Allied Health and Health Care Services, Medical",1.0,2,2,Outer Regional,Darwin Region,Yes,No,Department of Health,First Management,134000 - 384000,2.0,Yes
183033,Project/Development Manager,SENIOR ADMINISTRATIVE OFFICER 1,135933,Darwin,Fixed (Temporary) - Full Time,"Administration and Business Services, Executive and Senior Management, Information and Communication Technology (ICT), Information and Records Management",1.0,12,1,Outer Regional,Darwin Region,No,No,Department of Corporate and Digital Development,First Management,134000 - 384000,1.0,Yes
183036,Administration and Project Support Officer ,ADMINISTRATIVE OFFICER 4,79987,Darwin,Ongoing (Permanent) - Full Time,"Administration and Business Services, Program and Project Management",1.0,50,0,Outer Regional,Darwin Region,No,No,Department of Health,Entry,24000 - 88000,0.0,No
183039,Senior Speech Pathologist,PROFESSIONAL 3,117313,Palmerston,Ongoing (Permanent) - Full Time,Allied Health and Health Care Services,1.0,4,1,Outer Regional,Darwin Region,No,No,Department of Health,Intermediate,103000 - 134000,1.0,Yes
183041,Risk Manager ,SENIOR ADMINISTRATIVE OFFICER 1,135933,Darwin,Ongoing (Permanent) - Full Time,Administration and Business Services,1.0,0,0,Outer Regional,Darwin Region,No,No,Department of Health,First Management,134000 - 384000,0.0,No
183045,Senior Correctional Officer – Core Training,SENIOR CORRECTIONAL OFFICER,75863,Palmerston,Fixed (Temporary) - Full Time,"Education and Training, Prison Services",1.0,8,1,Outer Regional,Darwin Region,No,No,Department of the Attorney-General and Justice,Intermediate,24000 - 88000,1.0,Yes
183047,Senior Correctional Officer ,SENIOR CORRECTIONAL OFFICER,75863,Alice Springs,Fixed (Temporary) - Full Time,"Education and Training, Prison Services",1.0,4,1,Very Remote,Central Region,No,No,Department of the Attorney-General and Justice,Intermediate,24000 - 88000,1.0,Yes
183062,Command Support Officer,ADMINISTRATIVE OFFICER 3,68933,Darwin,Ongoing (Permanent) - Full Time,"Administration and Business Services, Information and Records Management",1.0,55,1,Outer Regional,Darwin Region,No,No,"NT Police, Fire and Emergency Services",Entry,24000 - 88000,1.0,Yes
183069,Administration Support Officer,ADMINISTRATIVE OFFICER 3,68933,Alice Springs,Ongoing (Permanent) - Full Time,"Administration and Business Services, Education and Training",1.0,45,1,Very Remote,Central Region,No,No,Department of Education,Entry,24000 - 88000,1.0,Yes
183073,Families as First Teachers Family Liaison Officer,ADMINISTRATIVE OFFICER 4 92%,90492,Elcho Isl-Galiwinku,Fixed (Temporary) - Part Time,Education and Training,1.0,1,0,Very Remote,East Arnhem Region,No,Yes,Department of Education,Entry,88000 - 103000,0.0,No
183074,Senior Finance Analyst,ADMINISTRATIVE OFFICER 6,102135,Darwin,Fixed (Temporary) - Full Time,"Accounting and Finance, Administration and Business Services, Education and Training",1.0,5,1,Outer Regional,Darwin Region,No,Yes,Department of Education,Intermediate,88000 - 103000,1.0,Yes
183086,Mathematics Teacher,CLASSROOM TEACHER,84191,Alice Springs,Ongoing (Permanent) - Full Time,Education and Training,1.0,2,0,Very Remote,Central Region,No,No,Department of Education,Entry,24000 - 88000,0.0,No
183093,Unaccredited Surgical Registrar ,REGISTRAR REG1-REG6,133400,Darwin,Fixed (Temporary) - Full Time,Medical,1.0,0,0,Outer Regional,Darwin Region,No,No,Department of Health,Entry,103000 - 134000,0.0,No
183095,Business Manager,ADMINISTRATIVE OFFICER 6,102135,Alice Springs,Ongoing (Permanent) - Full Time,"Education and Training, Accounting and Finance, Administration and Business Services, Human Resources and Work Health Safety",1.0,10,1,Very Remote,Central Region,No,No,Department of Education,First Management,88000 - 103000,1.0,Yes
183102,Stay Play Learn Educator,CLASSROOM TEACHER,84191,Peppimenarti,Fixed (Temporary) - Full Time,Education and Training,1.0,6,1,Very Remote,Top End Region,No,No,Department of Education,Entry,24000 - 88000,1.0,Yes
183118,Communications and Community Engagement Officer,ADMINISTRATIVE OFFICER 7,118256,Darwin,Ongoing (Permanent) - Full Time,"Communication, Media and Public Relations, Administration and Business Services",1.0,26,0,Outer Regional,Darwin Region,No,No,Department of the Attorney-General and Justice,Entry,103000 - 134000,0.0,No
183122,Technical Officer,TECHNICAL 2,71080,"Darwin, Palmerston",Ongoing (Permanent) - Full Time,"Medical, Science, Allied Health and Health Care Services",2.0,36,2,Outer Regional,Darwin Region,Yes,No,Department of Health,Entry,24000 - 88000,1.0,Yes
183125,Chief District Ranger ,TECHNICAL 5,103447,Batchelor,Ongoing (Permanent) - Full Time,"Environment, Natural Resources and Conservation, Tourism and Culture",1.0,4,1,Remote,Darwin Region,No,No,"Department of Tourism, Sport and Culture",Entry,88000 - 103000,1.0,Yes
183128,Records Assistant,ADMINISTRATIVE OFFICER 3,68933,Alice Springs,Ongoing (Permanent) - Full Time,"Administration and Business Services, Prison Services",1.0,37,0,Very Remote,Central Region,No,No,Department of the Attorney-General and Justice,Entry,24000 - 88000,0.0,No
183129,Primary Health Care Nurse,NURSE LEVEL 4 RDO,122287,"Alcoota (Engawala), Ali Curung (Alekarenge), Canteen Ck-Orwatjlla, Docker Rvr-Kaltukarj, Elliott, Epenarra-Wutunurrgur, Finke (Aputula), Haasts Bluff-Ikuntji, Hermannsburg/Ntaria, Imanpa (Mt Ebenezer), Lk Nash-Alpurrurulam, Maryvale (Titjikala), Mt Allen (Yuelamu), Mt Liebig-Amunturrng, Nyirrpi-Waite Creek, Papunya, Ti Tree, Willowra-Wirilyatjar, Yuendumu, Yulara, Watarrka",Ongoing (Permanent) - Full Time,"Nursing and Midwifery, Allied Health and Health Care Services, Medical",3.0,17,2,Remote,Barkly Region,Yes,No,Department of Health,Entry,103000 - 134000,0.6666666666666666,Yes
183135,Collection Development Coordinator,ADMINISTRATIVE OFFICER 6,102135,Darwin,Ongoing (Permanent) - Part Time,"Administration and Business Services, Information and Records Management",1.0,0,0,Outer Regional,Darwin Region,No,No,"Department of Territory Families, Housing and Communities",Intermediate,88000 - 103000,0.0,No
183141,Director Applications,SENIOR ADMINISTRATIVE OFFICER 2,154922,Darwin,Ongoing (Permanent) - Full Time,"Information and Communication Technology (ICT), Administration and Business Services",1.0,18,1,Outer Regional,Darwin Region,No,No,Department of Corporate and Digital Development,Middle Management,134000 - 384000,1.0,Yes
183142,Forensic Auditor,SENIOR ADMINISTRATIVE OFFICER 1,135933,Palmerston,Ongoing (Permanent) - Full Time,"Accounting and Finance, Administration and Business Services, Legal",1.0,10,1,Outer Regional,Darwin Region,No,No,"Department of Infrastructure, Planning and Logistics",Entry,134000 - 384000,1.0,Yes
183146,Senior Manager - Learning and Cloud Systems,SENIOR ADMINISTRATIVE OFFICER 1,135933,Darwin,Fixed (Temporary) - Full Time,"Information and Communication Technology (ICT), Administration and Business Services",1.0,7,1,Outer Regional,Darwin Region,No,No,Department of Corporate and Digital Development,First Management,134000 - 384000,1.0,Yes
183148,Clinical Nurse,NURSE LEVEL 3 RDO,109710,Katherine,Fixed (Temporary) - Full Time,"Nursing and Midwifery, Allied Health and Health Care Services, Medical",1.0,2,1,Remote,Big Rivers Region,No,No,Department of Health,Entry,103000 - 134000,1.0,Yes
183157,Forensic Mental Health Team Court Coordinator,PROFESSIONAL 3,117313,Darwin,Ongoing (Permanent) - Full Time,"Professional, Community Services, Medical, Social Work",1.0,2,0,Outer Regional,Darwin Region,No,No,Department of Health,Intermediate,103000 - 134000,0.0,No
183179,Procurement Officer,ADMINISTRATIVE OFFICER 5,90492,Darwin,Ongoing (Permanent) - Full Time,"Administration and Business Services, Procurement, Grants and Contract Management",1.0,28,1,Outer Regional,Darwin Region,No,No,"Department of Territory Families, Housing and Communities",Entry,88000 - 103000,1.0,Yes
183182,Senior Investigation/ Conciliation Officer,ADMINISTRATIVE OFFICER 7,118256,Darwin,Ongoing (Permanent) - Full Time,Community Services,3.0,54,2,Outer Regional,Darwin Region,No,No,Department of the Attorney-General and Justice,Intermediate,103000 - 134000,0.6666666666666666,Yes
183183,Families as First Teachers Family Educator,SENIOR TEACHER 1,133553,Ammaroo,Fixed (Temporary) - Full Time,Education and Training,1.0,3,0,Very Remote,Barkly Region,No,No,Department of Education,Entry,103000 - 134000,0.0,No
183187,Nurse Coordinator Clinical Support,NURSE LEVEL 5 RDO,132461,Alice Springs,Ongoing (Permanent) - Full Time,"Nursing and Midwifery, Allied Health and Health Care Services, Medical",4.0,5,1,Very Remote,Central Region,No,No,Department of Health,Intermediate,103000 - 134000,0.25,Yes
183190,Innovation and Project Manager,SENIOR ADMINISTRATIVE OFFICER 1,135933,Darwin,Fixed (Temporary) - Full Time,"Education and Training, Administration and Business Services",1.0,15,1,Outer Regional,Darwin Region,No,No,Department of Education,First Management,134000 - 384000,1.0,Yes
183204,Special Education Support Officer,ADMINISTRATIVE OFFICER 3,68933,Darwin,Fixed (Temporary) - Full Time,Education and Training,1.0,34,0,Outer Regional,Darwin Region,No,No,Department of Education,Entry,24000 - 88000,0.0,No
183207,Specialist Case Manager,PROFESSIONAL 3,117313,Darwin,Fixed (Temporary) - Full Time,"Prison Services, Professional",1.0,2,1,Outer Regional,Darwin Region,No,Yes,Department of the Attorney-General and Justice,First Management,103000 - 134000,1.0,Yes
183209,Business Manager Remote Schools,ADMINISTRATIVE OFFICER 5,90492,Alice Springs,Fixed (Temporary) - Part Time,Education and Training,1.0,2,0,Very Remote,Central Region,No,Yes,Department of Education,First Management,88000 - 103000,0.0,No
183211,Family Liaison Officer,ADMINISTRATIVE OFFICER 4 92%,90492,Alice Springs,Fixed (Temporary) - Full Time,"Administration and Business Services, Community Services, Education and Training",1.0,8,1,Very Remote,Central Region,No,No,Department of Education,Entry,88000 - 103000,1.0,Yes
183214,Classroom Teacher Food Technology,CLASSROOM TEACHER,84191,Palmerston,Fixed (Temporary) - Full Time,Education and Training,1.0,0,0,Outer Regional,Darwin Region,No,Yes,Department of Education,Entry,24000 - 88000,0.0,No
183217,Manager Professional Standards,ADMINISTRATIVE OFFICER 7,118256,Darwin,Ongoing (Permanent) - Full Time,"Administration and Business Services, Prison Services, Professional",1.0,22,1,Outer Regional,Darwin Region,No,No,Department of the Attorney-General and Justice,First Management,103000 - 134000,1.0,Yes
183224,Compliance Officer,ADMINISTRATIVE OFFICER 6,102135,Darwin,Fixed (Temporary) - Full Time,Administration and Business Services,1.0,6,1,Outer Regional,Darwin Region,No,Yes,Department of Education,Entry,88000 - 103000,1.0,Yes
183226,Early Childhood Quality Advisor,SENIOR TEACHER 1,133553,Alice Springs,Fixed (Temporary) - Full Time,"Education and Training, Community Services",1.0,0,0,Very Remote,Central Region,No,No,Department of Education,Entry,103000 - 134000,0.0,No
183228,Early Childhood Educator,SENIOR TEACHER 1,133553,Alice Springs,Fixed (Temporary) - Full Time,Education and Training,1.0,5,1,Very Remote,Central Region,No,No,Department of Education,Entry,103000 - 134000,1.0,Yes
183232,Communications and Projects Officer,ADMINISTRATIVE OFFICER 6,102135,Darwin,Fixed (Temporary) - Full Time,"Communication, Media and Public Relations, Administration and Business Services",1.0,15,0,Outer Regional,Darwin Region,No,No,Department of Education,Entry,88000 - 103000,0.0,No
183233,Media Manager,SENIOR ADMINISTRATIVE OFFICER 1,135933,Darwin,Ongoing (Permanent) - Full Time,"Communication, Media and Public Relations, Administration and Business Services",1.0,17,0,Outer Regional,Darwin Region,No,No,"Department of Industry, Tourism and Trade",First Management,134000 - 384000,0.0,No
183235,Senior Radiographer / Sonographer,PROFESSIONAL 3,117313,Katherine,Ongoing (Permanent) - Full Time,"Allied Health and Health Care Services, Professional, Medical",1.0,1,0,Remote,Big Rivers Region,No,No,Department of Health,Intermediate,103000 - 134000,0.0,No
183237,Senior Dental Officer ,SENIOR DENTIST,142695,"Darwin, Palmerston",Fixed (Temporary) - Part Time,"Medical, Allied Health and Health Care Services",1.0,2,0,Outer Regional,Darwin Region,Yes,No,Department of Health,Intermediate,134000 - 384000,0.0,No
183242,Director Professional Standards and Intelligence,SENIOR ADMINISTRATIVE OFFICER 1,135933,Darwin,Ongoing (Permanent) - Full Time,"Administration and Business Services, Prison Services, Professional",1.0,13,1,Outer Regional,Darwin Region,No,No,Department of the Attorney-General and Justice,Middle Management,134000 - 384000,1.0,Yes
183243,Senior Policy Officer,ADMINISTRATIVE OFFICER 7,118256,Darwin,Ongoing (Permanent) - Full Time,"Program and Project Management, Administration and Business Services",1.0,37,1,Outer Regional,Darwin Region,No,No,"Department of Territory Families, Housing and Communities",Intermediate,103000 - 134000,1.0,Yes
183257,Senior Ministerial Liaison Officer,ADMINISTRATIVE OFFICER 6,102135,Darwin,Fixed (Temporary) - Full Time,"Administration and Business Services, Legal",1.0,4,1,Outer Regional,Darwin Region,No,No,"Department of Territory Families, Housing and Communities",Intermediate,88000 - 103000,1.0,Yes
183263,Court Officer,ADMINISTRATIVE OFFICER 3,68933,Darwin,Ongoing (Permanent) - Full Time,"Administration and Business Services, Legal",1.0,0,0,Outer Regional,Darwin Region,No,No,Department of the Attorney-General and Justice,Entry,24000 - 88000,0.0,No
183270,Community Probation and Parole Officer,ADMINISTRATIVE OFFICER 3,68933,Alice Springs,Ongoing (Permanent) - Full Time,"Community Services, Probation and Parole Officer, Administration and Business Services",1.0,17,0,Very Remote,Central Region,No,No,Department of the Attorney-General and Justice,Entry,24000 - 88000,0.0,No
183272,Teacher Positive Learning Centre,CLASSROOM TEACHER,84191,Palmerston,Fixed (Temporary) - Full Time,Education and Training,1.0,2,0,Outer Regional,Darwin Region,No,Yes,Department of Education,Entry,24000 - 88000,0.0,No
183274,Media Manager,ADMINISTRATIVE OFFICER 7,118256,Darwin,Fixed (Temporary) - Full Time,"Communication, Media and Public Relations, Administration and Business Services",1.0,6,1,Outer Regional,Darwin Region,No,No,Department of Education,First Management,103000 - 134000,1.0,Yes
183275,Communications Manager,ADMINISTRATIVE OFFICER 7,118256,Darwin,Fixed (Temporary) - Full Time,"Communication, Media and Public Relations, Administration and Business Services, Education and Training",1.0,13,0,Outer Regional,Darwin Region,No,No,Department of Education,First Management,103000 - 134000,0.0,No
183277,Environmental Health Officer,"PROFESSIONAL 1, PROFESSIONAL 2",88290,Darwin,Ongoing (Permanent) - Full Time,"Professional, Allied Health and Health Care Services, Legal",1.0,11,1,Outer Regional,Darwin Region,No,No,Department of Health,Entry,24000 - 88000,1.0,Yes
183285,Senior Mining Officer,PROFESSIONAL 3,117313,Darwin,Ongoing (Permanent) - Full Time,"Professional, Environment, Natural Resources and Conservation, Executive and Senior Management",1.0,11,1,Outer Regional,Darwin Region,No,No,"Department of Industry, Tourism and Trade",Intermediate,103000 - 134000,1.0,Yes
183299,Reception and Administration Officer,ADMINISTRATIVE OFFICER 4,79987,Darwin,Ongoing (Permanent) - Full Time,"Accounting and Finance, Administration and Business Services",1.0,100,1,Outer Regional,Darwin Region,No,No,Department of Education,Entry,24000 - 88000,1.0,Yes
183301,Summary Prosecutor,PROFESSIONAL 2,98618,Darwin,Fixed (Temporary) - Full Time,"Legal, Professional",1.0,7,1,Outer Regional,Darwin Region,No,No,Department of the Attorney-General and Justice,Entry,88000 - 103000,1.0,Yes
183306,Records Officer Schools,ADMINISTRATIVE OFFICER 4,79987,Darwin,Fixed (Temporary) - Full Time,"Information and Records Management, Administration and Business Services",1.0,24,1,Outer Regional,Darwin Region,No,No,Department of Corporate and Digital Development,Entry,24000 - 88000,1.0,Yes
